x,y,count
128,4,1745.0
129,4,4281.0
130,4,5960.0
131,4,2643.0
132,4,1792.0
133,4,137.0
134,4,168.0
135,4,1524.0
136,4,442.0
137,4,8.0
138,4,410.0
139,4,111.0
140,4,83.0
141,4,342.0
142,4,364.0
143,4,54.0
144,4,0.0
145,4,0.0
146,4,0.0
147,4,0.0
148,4,0.0
149,4,0.0
150,4,0.0
151,4,0.0
152,4,0.0
153,4,0.0
154,4,0.0
155,4,0.0
156,4,0.0
157,4,0.0
158,4,0.0
159,4,0.0
160,4,1.0
161,4,0.0
162,4,0.0
163,4,0.0
164,4,0.0
165,4,1.0
166,4,18.0
167,4,1028.0
168,4,724.0
169,4,1.0
170,4,14.0
171,4,16.0
172,4,4.0
173,4,430.0
174,4,5182.0
175,4,1777.0
176,4,323.0
177,4,701.0
178,4,2839.0
179,4,208.0
180,4,125.0
181,4,17.0
182,4,2.0
183,4,1.0
184,4,6.0
185,4,0.0
186,4,0.0
187,4,1.0
188,4,23.0
189,4,1.0
190,4,0.0
191,4,0.0
192,4,0.0
193,4,0.0
194,4,1.0
195,4,153.0
196,4,2.0
197,4,1.0
198,4,0.0
199,4,0.0
200,4,0.0
1,5,1089.0
2,5,1661.0
3,5,39.0
4,5,47.0
5,5,130.0
6,5,170.0
7,5,3797.0
8,5,1058.0
9,5,32.0
10,5,4360.0
11,5,6267.0
12,5,2367.0
13,5,11998.0
14,5,6461.0
15,5,10579.0
16,5,7445.0
17,5,8655.0
18,5,6962.0
19,5,12290.0
20,5,7786.0
21,5,6530.0
22,5,5145.0
23,5,637.0
24,5,4307.0
25,5,2551.0
26,5,1413.0
27,5,2078.0
28,5,1585.0
29,5,1075.0
30,5,547.0
31,5,3675.0
32,5,1535.0
33,5,1719.0
34,5,3915.0
35,5,7929.0
36,5,809.0
37,5,2474.0
38,5,1375.0
39,5,873.0
40,5,252.0
41,5,2101.0
42,5,1915.0
43,5,4946.0
44,5,7762.0
45,5,3780.0
46,5,2357.0
47,5,9902.0
48,5,4422.0
49,5,8334.0
50,5,6411.0
51,5,8368.0
52,5,14911.0
53,5,1393.0
54,5,557.0
55,5,203.0
56,5,1155.0
57,5,491.0
58,5,762.0
59,5,409.0
60,5,242.0
61,5,2213.0
62,5,565.0
63,5,707.0
64,5,13.0
65,5,47.0
66,5,2881.0
67,5,50.0
68,5,1327.0
69,5,2078.0
70,5,682.0
71,5,2747.0
72,5,10248.0
73,5,5170.0
74,5,15553.0
75,5,7594.0
76,5,4435.0
77,5,3559.0
78,5,204.0
79,5,1633.0
80,5,1385.0
81,5,745.0
82,5,1427.0
83,5,402.0
84,5,534.0
85,5,355.0
86,5,877.0
87,5,81.0
88,5,1094.0
89,5,372.0
90,5,2424.0
91,5,1607.0
92,5,272.0
93,5,1716.0
94,5,491.0
95,5,254.0
96,5,504.0
97,5,3049.0
98,5,3215.0
99,5,5083.0
100,5,851.0
101,5,620.0
102,5,9573.0
103,5,1286.0
104,5,807.0
105,5,251.0
106,5,1375.0
107,5,3636.0
108,5,3780.0
109,5,741.0
110,5,991.0
111,5,1811.0
112,5,3748.0
113,5,3987.0
114,5,3756.0
115,5,3835.0
116,5,639.0
117,5,776.0
118,5,1998.0
119,5,2339.0
120,5,1870.0
121,5,3495.0
122,5,1446.0
123,5,1681.0
124,5,63.0
125,5,957.0
126,5,1246.0
127,5,1279.0
128,5,2249.0
129,5,481.0
130,5,4062.0
131,5,4518.0
132,5,1559.0
133,5,1018.0
134,5,197.0
135,5,1991.0
136,5,357.0
137,5,804.0
138,5,837.0
139,5,554.0
140,5,37.0
141,5,72.0
142,5,349.0
143,5,323.0
144,5,1.0
145,5,1.0
146,5,0.0
147,5,0.0
148,5,0.0
149,5,1.0
150,5,0.0
151,5,1.0
152,5,0.0
153,5,5.0
154,5,21.0
155,5,3.0
156,5,7.0
157,5,6.0
158,5,0.0
159,5,0.0
160,5,0.0
161,5,0.0
162,5,2.0
163,5,0.0
164,5,0.0
165,5,1.0
166,5,1012.0
167,5,3184.0
168,5,256.0
169,5,6.0
170,5,0.0
171,5,6.0
172,5,21.0
173,5,881.0
174,5,5129.0
175,5,5416.0
176,5,934.0
177,5,6809.0
178,5,2232.0
179,5,555.0
180,5,77.0
181,5,2.0
182,5,0.0
183,5,0.0
184,5,1.0
185,5,0.0
186,5,3.0
187,5,0.0
188,5,10.0
189,5,0.0
190,5,0.0
191,5,0.0
192,5,2.0
193,5,0.0
194,5,0.0
195,5,77.0
196,5,23.0
197,5,0.0
198,5,0.0
199,5,0.0
200,5,0.0
1,6,4091.0
2,6,1099.0
3,6,0.0
4,6,4.0
5,6,317.0
6,6,52.0
7,6,978.0
8,6,2305.0
9,6,2632.0
10,6,18031.0
11,6,4615.0
12,6,4757.0
13,6,11506.0
14,6,8559.0
15,6,8344.0
16,6,12058.0
17,6,5301.0
18,6,7943.0
19,6,5933.0
20,6,2678.0
21,6,6944.0
22,6,1111.0
23,6,581.0
24,6,324.0
25,6,275.0
26,6,640.0
27,6,1622.0
28,6,731.0
29,6,556.0
30,6,792.0
31,6,759.0
32,6,188.0
33,6,1462.0
34,6,5295.0
35,6,8878.0
36,6,1522.0
37,6,45.0
38,6,7.0
39,6,2.0
40,6,0.0
41,6,1.0
42,6,127.0
43,6,397.0
44,6,653.0
45,6,705.0
46,6,1326.0
47,6,136.0
48,6,248.0
49,6,2765.0
50,6,1214.0
51,6,566.0
52,6,3378.0
53,6,3737.0
54,6,12489.0
55,6,6861.0
56,6,3320.0
57,6,2187.0
58,6,201.0
59,6,112.0
60,6,153.0
61,6,620.0
62,6,916.0
63,6,2797.0
64,6,398.0
65,6,493.0
66,6,5126.0
67,6,366.0
68,6,2241.0
69,6,2159.0
70,6,147.0
71,6,378.0
72,6,9624.0
73,6,4110.0
74,6,10669.0
75,6,16354.0
76,6,3875.0
77,6,4915.0
78,6,3317.0
79,6,4629.0
80,6,932.0
81,6,709.0
82,6,694.0
83,6,526.0
84,6,2261.0
85,6,1027.0
86,6,1683.0
87,6,899.0
88,6,826.0
89,6,1543.0
90,6,2078.0
91,6,71.0
92,6,20.0
93,6,1562.0
94,6,1566.0
95,6,360.0
96,6,3065.0
97,6,5996.0
98,6,6534.0
99,6,3425.0
100,6,1300.0
101,6,4020.0
102,6,13438.0
103,6,2029.0
104,6,1283.0
105,6,654.0
106,6,1962.0
107,6,2737.0
108,6,6489.0
109,6,1639.0
110,6,2698.0
111,6,4039.0
112,6,674.0
113,6,1083.0
114,6,1519.0
115,6,597.0
116,6,1304.0
117,6,223.0
118,6,6562.0
119,6,976.0
120,6,666.0
121,6,3947.0
122,6,13172.0
123,6,440.0
124,6,560.0
125,6,805.0
126,6,3208.0
127,6,243.0
128,6,347.0
129,6,608.0
130,6,7368.0
131,6,975.0
132,6,648.0
133,6,716.0
134,6,260.0
135,6,61.0
136,6,16.0
137,6,548.0
138,6,567.0
139,6,598.0
140,6,1071.0
141,6,60.0
142,6,10.0
143,6,0.0
144,6,0.0
145,6,0.0
146,6,1.0
147,6,0.0
148,6,0.0
149,6,1.0
150,6,0.0
151,6,1.0
152,6,2.0
153,6,2.0
154,6,11.0
155,6,13.0
156,6,1.0
157,6,11.0
158,6,0.0
159,6,0.0
160,6,1.0
161,6,1.0
162,6,0.0
163,6,1.0
164,6,0.0
165,6,308.0
166,6,1233.0
167,6,2761.0
168,6,40.0
169,6,0.0
170,6,0.0
171,6,5.0
172,6,1687.0
173,6,3378.0
174,6,6597.0
175,6,4250.0
176,6,7736.0
177,6,8802.0
178,6,5034.0
179,6,1154.0
180,6,1170.0
181,6,275.0
182,6,0.0
183,6,1.0
184,6,3.0
185,6,2.0
186,6,0.0
187,6,0.0
188,6,75.0
189,6,2.0
190,6,0.0
191,6,0.0
192,6,1.0
193,6,2.0
194,6,1.0
195,6,114.0
196,6,599.0
197,6,0.0
198,6,1.0
199,6,30.0
200,6,122.0
1,7,3784.0
2,7,636.0
3,7,358.0
4,7,12.0
5,7,555.0
6,7,441.0
7,7,937.0
8,7,920.0
9,7,4021.0
10,7,12712.0
11,7,5084.0
12,7,8454.0
13,7,10987.0
14,7,9470.0
15,7,15588.0
16,7,18521.0
17,7,18063.0
18,7,8411.0
19,7,826.0
20,7,3090.0
21,7,2708.0
22,7,74.0
23,7,3.0
24,7,596.0
25,7,307.0
26,7,226.0
27,7,1171.0
28,7,1825.0
29,7,867.0
30,7,6686.0
31,7,2163.0
32,7,386.0
33,7,1175.0
34,7,5731.0
35,7,2930.0
36,7,1565.0
37,7,131.0
38,7,2.0
39,7,1.0
40,7,3.0
41,7,2.0
42,7,1.0
43,7,9.0
44,7,2.0
45,7,1.0
46,7,5.0
47,7,2.0
48,7,0.0
49,7,16.0
50,7,121.0
51,7,490.0
52,7,4962.0
53,7,4158.0
54,7,11579.0
55,7,10333.0
56,7,5278.0
57,7,5042.0
58,7,1510.0
59,7,22.0
60,7,1422.0
61,7,5785.0
62,7,2136.0
63,7,3201.0
64,7,683.0
65,7,459.0
66,7,4930.0
67,7,3317.0
68,7,4683.0
69,7,2241.0
70,7,895.0
71,7,2835.0
72,7,10724.0
73,7,7473.0
74,7,16324.0
75,7,21593.0
76,7,9435.0
77,7,4614.0
78,7,2276.0
79,7,3415.0
80,7,954.0
81,7,561.0
82,7,191.0
83,7,1149.0
84,7,976.0
85,7,3632.0
86,7,6025.0
87,7,608.0
88,7,6581.0
89,7,800.0
90,7,1920.0
91,7,66.0
92,7,228.0
93,7,812.0
94,7,114.0
95,7,250.0
96,7,755.0
97,7,10362.0
98,7,7091.0
99,7,7181.0
100,7,1237.0
101,7,6958.0
102,7,5900.0
103,7,346.0
104,7,2890.0
105,7,4566.0
106,7,2595.0
107,7,7608.0
108,7,18334.0
109,7,4604.0
110,7,3609.0
111,7,3323.0
112,7,1472.0
113,7,626.0
114,7,250.0
115,7,882.0
116,7,5115.0
117,7,893.0
118,7,17576.0
119,7,3491.0
120,7,1463.0
121,7,5818.0
122,7,2267.0
123,7,127.0
124,7,1208.0
125,7,1264.0
126,7,1010.0
127,7,1578.0
128,7,2306.0
129,7,3696.0
130,7,603.0
131,7,484.0
132,7,370.0
133,7,252.0
134,7,1590.0
135,7,565.0
136,7,168.0
137,7,202.0
138,7,2.0
139,7,7.0
140,7,783.0
141,7,246.0
142,7,3.0
143,7,0.0
144,7,3.0
145,7,0.0
146,7,2.0
147,7,0.0
148,7,0.0
149,7,0.0
150,7,2.0
151,7,2.0
152,7,3.0
153,7,3.0
154,7,3.0
155,7,11.0
156,7,19.0
157,7,134.0
158,7,3.0
159,7,3.0
160,7,4.0
161,7,0.0
162,7,9.0
163,7,1.0
164,7,384.0
165,7,523.0
166,7,4343.0
167,7,2009.0
168,7,3.0
169,7,1.0
170,7,1.0
171,7,1215.0
172,7,5073.0
173,7,2675.0
174,7,17172.0
175,7,9073.0
176,7,6322.0
177,7,2173.0
178,7,194.0
179,7,916.0
180,7,263.0
181,7,882.0
182,7,3.0
183,7,1.0
184,7,2.0
185,7,1.0
186,7,1.0
187,7,17.0
188,7,38.0
189,7,3.0
190,7,0.0
191,7,1.0
192,7,0.0
193,7,1.0
194,7,214.0
195,7,1393.0
196,7,976.0
197,7,193.0
198,7,632.0
199,7,294.0
200,7,4.0
1,8,2651.0
2,8,2852.0
3,8,689.0
4,8,3.0
5,8,1896.0
6,8,2158.0
7,8,201.0
8,8,446.0
9,8,2126.0
10,8,8504.0
11,8,4632.0
12,8,3575.0
13,8,5873.0
14,8,6521.0
15,8,9970.0
16,8,23078.0
17,8,9794.0
18,8,4663.0
19,8,3916.0
20,8,4773.0
21,8,1410.0
22,8,515.0
23,8,61.0
24,8,15.0
25,8,10.0
26,8,148.0
27,8,1295.0
28,8,1347.0
29,8,246.0
30,8,7361.0
31,8,4012.0
32,8,3376.0
33,8,1266.0
34,8,2930.0
35,8,11509.0
36,8,4340.0
37,8,41.0
38,8,0.0
39,8,1.0
40,8,4.0
41,8,1.0
42,8,0.0
43,8,6.0
44,8,8.0
45,8,2.0
46,8,3.0
47,8,0.0
48,8,4.0
49,8,3.0
50,8,1.0
51,8,0.0
52,8,19.0
53,8,996.0
54,8,1081.0
55,8,5833.0
56,8,4281.0
57,8,8373.0
58,8,2133.0
59,8,182.0
60,8,1543.0
61,8,5288.0
62,8,3044.0
63,8,3101.0
64,8,1831.0
65,8,104.0
66,8,1293.0
67,8,2454.0
68,8,6487.0
69,8,7291.0
70,8,10351.0
71,8,2227.0
72,8,4397.0
73,8,7513.0
74,8,8203.0
75,8,7186.0
76,8,9061.0
77,8,4219.0
78,8,794.0
79,8,1938.0
80,8,1669.0
81,8,18.0
82,8,14.0
83,8,2561.0
84,8,225.0
85,8,3529.0
86,8,3002.0
87,8,2504.0
88,8,7092.0
89,8,2393.0
90,8,247.0
91,8,128.0
92,8,1955.0
93,8,606.0
94,8,328.0
95,8,63.0
96,8,24.0
97,8,2899.0
98,8,4352.0
99,8,5709.0
100,8,3556.0
101,8,3558.0
102,8,833.0
103,8,488.0
104,8,395.0
105,8,444.0
106,8,3626.0
107,8,3503.0
108,8,1810.0
109,8,40.0
110,8,633.0
111,8,1865.0
112,8,434.0
113,8,774.0
114,8,140.0
115,8,637.0
116,8,2232.0
117,8,763.0
118,8,16338.0
119,8,993.0
120,8,1484.0
121,8,1928.0
122,8,2411.0
123,8,2498.0
124,8,2591.0
125,8,63.0
126,8,153.0
127,8,2877.0
128,8,9587.0
129,8,5300.0
130,8,2815.0
131,8,276.0
132,8,1409.0
133,8,298.0
134,8,64.0
135,8,626.0
136,8,274.0
137,8,0.0
138,8,37.0
139,8,47.0
140,8,19.0
141,8,264.0
142,8,5.0
143,8,1.0
144,8,1.0
145,8,1.0
146,8,1.0
147,8,0.0
148,8,2.0
149,8,5.0
150,8,2.0
151,8,5.0
152,8,0.0
153,8,0.0
154,8,0.0
155,8,0.0
156,8,0.0
157,8,668.0
158,8,21.0
159,8,0.0
160,8,2.0
161,8,2.0
162,8,804.0
163,8,297.0
164,8,580.0
165,8,3973.0
166,8,4119.0
167,8,668.0
168,8,40.0
169,8,323.0
170,8,398.0
171,8,2920.0
172,8,3673.0
173,8,2404.0
174,8,10655.0
175,8,4837.0
176,8,6962.0
177,8,213.0
178,8,38.0
179,8,2.0
180,8,1.0
181,8,79.0
182,8,212.0
183,8,0.0
184,8,2.0
185,8,29.0
186,8,14.0
187,8,8.0
188,8,2.0
189,8,0.0
190,8,1.0
191,8,329.0
192,8,5.0
193,8,87.0
194,8,1171.0
195,8,3168.0
196,8,752.0
197,8,2986.0
198,8,1949.0
199,8,643.0
200,8,601.0
1,9,4742.0
2,9,5133.0
3,9,2615.0
4,9,3596.0
5,9,1692.0
6,9,1042.0
7,9,133.0
8,9,274.0
9,9,541.0
10,9,3332.0
11,9,8278.0
12,9,7403.0
13,9,5211.0
14,9,6371.0
15,9,6653.0
16,9,16964.0
17,9,11317.0
18,9,7651.0
19,9,8719.0
20,9,1891.0
21,9,5478.0
22,9,533.0
23,9,3.0
24,9,1.0
25,9,10.0
26,9,21.0
27,9,866.0
28,9,365.0
29,9,1386.0
30,9,4751.0
31,9,786.0
32,9,1689.0
33,9,2119.0
34,9,653.0
35,9,4037.0
36,9,4428.0
37,9,210.0
38,9,1.0
39,9,0.0
40,9,0.0
41,9,1.0
42,9,0.0
43,9,2.0
44,9,2.0
45,9,0.0
46,9,1.0
47,9,3.0
48,9,2.0
49,9,3.0
50,9,1.0
51,9,0.0
52,9,4.0
53,9,36.0
54,9,27.0
